instant,dteday,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,timestamp,season_label,weather_label,weekday_label,temp_c,feels_like_c,humidity_pct,windspeed_scaled,cnt_iqr_high
133,2011-01-06,1,0,1,18,0,4,1,1,0.22,0.2273,0.51,0.1343,5,158,163,2011-01-06 18:00:00,spring,clear_or_partly_cloudy,thursday,9.02,11.365,51.0,8.9981,False
134,2011-01-06,1,0,1,19,0,4,1,1,0.22,0.2576,0.55,0.0896,3,109,112,2011-01-06 19:00:00,spring,clear_or_partly_cloudy,thursday,9.02,12.879999999999999,55.00000000000001,6.0032,False
135,2011-01-06,1,0,1,20,0,4,1,1,0.2,0.2121,0.51,0.1642,3,66,69,2011-01-06 20:00:00,spring,clear_or_partly_cloudy,thursday,8.200000000000001,10.605,51.0,11.0014,False
136,2011-01-06,1,0,1,21,0,4,1,2,0.22,0.2121,0.55,0.2239,0,48,48,2011-01-06 21:00:00,spring,mist_or_cloudy,thursday,9.02,10.605,55.00000000000001,15.001299999999999,False
137,2011-01-06,1,0,1,22,0,4,1,2,0.22,0.2121,0.51,0.2836,1,51,52,2011-01-06 22:00:00,spring,mist_or_cloudy,thursday,9.02,10.605,51.0,19.0012,False
138,2011-01-06,1,0,1,23,0,4,1,2,0.2,0.197,0.59,0.194,4,19,23,2011-01-06 23:00:00,spring,mist_or_cloudy,thursday,8.200000000000001,9.85,59.0,12.998000000000001,False
139,2011-01-07,1,0,1,0,0,5,1,2,0.2,0.197,0.64,0.194,4,13,17,2011-01-07 00:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.85,64.0,12.998000000000001,False
140,2011-01-07,1,0,1,1,0,5,1,2,0.2,0.197,0.69,0.2239,2,5,7,2011-01-07 01:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.85,69.0,15.001299999999999,False
141,2011-01-07,1,0,1,2,0,5,1,2,0.2,0.197,0.69,0.2239,0,1,1,2011-01-07 02:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.85,69.0,15.001299999999999,False
142,2011-01-07,1,0,1,4,0,5,1,2,0.2,0.2121,0.69,0.1343,0,1,1,2011-01-07 04:00:00,spring,mist_or_cloudy,friday,8.200000000000001,10.605,69.0,8.9981,False
143,2011-01-07,1,0,1,5,0,5,1,3,0.22,0.2727,0.55,0.0,0,5,5,2011-01-07 05:00:00,spring,light_rain_or_snow,friday,9.02,13.635,55.00000000000001,0.0,False
144,2011-01-07,1,0,1,6,0,5,1,2,0.2,0.2576,0.69,0.0,8,26,34,2011-01-07 06:00:00,spring,mist_or_cloudy,friday,8.200000000000001,12.879999999999999,69.0,0.0,False
145,2011-01-07,1,0,1,7,0,5,1,1,0.2,0.2121,0.69,0.1343,8,76,84,2011-01-07 07:00:00,spring,clear_or_partly_cloudy,friday,8.200000000000001,10.605,69.0,8.9981,False
146,2011-01-07,1,0,1,8,0,5,1,1,0.2,0.197,0.51,0.2537,20,190,210,2011-01-07 08:00:00,spring,clear_or_partly_cloudy,friday,8.200000000000001,9.85,51.0,16.997899999999998,False
147,2011-01-07,1,0,1,9,0,5,1,1,0.2,0.1818,0.47,0.2985,9,125,134,2011-01-07 09:00:00,spring,clear_or_partly_cloudy,friday,8.200000000000001,9.09,47.0,19.999499999999998,False
148,2011-01-07,1,0,1,10,0,5,1,1,0.22,0.197,0.37,0.3284,16,47,63,2011-01-07 10:00:00,spring,clear_or_partly_cloudy,friday,9.02,9.85,37.0,22.0028,False
149,2011-01-07,1,0,1,11,0,5,1,2,0.2,0.197,0.4,0.2239,19,48,67,2011-01-07 11:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.85,40.0,15.001299999999999,False
150,2011-01-07,1,0,1,12,0,5,1,2,0.2,0.197,0.37,0.2537,9,50,59,2011-01-07 12:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.85,37.0,16.997899999999998,False
151,2011-01-07,1,0,1,13,0,5,1,2,0.2,0.1818,0.37,0.2836,9,64,73,2011-01-07 13:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.09,37.0,19.0012,False
152,2011-01-07,1,0,1,14,0,5,1,2,0.2,0.197,0.4,0.2537,7,43,50,2011-01-07 14:00:00,spring,mist_or_cloudy,friday,8.200000000000001,9.85,40.0,16.997899999999998,False
153,2011-01-07,1,0,1,15,0,5,1,2,0.2,0.2121,0.37,0.1642,9,63,72,2011-01-07 15:00:00,spring,mist_or_cloudy,friday,8.200000000000001,10.605,37.0,11.0014,False
154,2011-01-07,1,0,1,16,0,5,1,2,0.2,0.2121,0.37,0.1642,5,82,87,2011-01-07 16:00:00,spring,mist_or_cloudy,friday,8.200000000000001,10.605,37.0,11.0014,False
155,2011-01-07,1,0,1,17,0,5,1,2,0.2,0.2576,0.37,0.0,9,178,187,2011-01-07 17:00:00,spring,mist_or_cloudy,friday,8.200000000000001,12.879999999999999,37.0,0.0,False
156,2011-01-07,1,0,1,18,0,5,1,1,0.2,0.2273,0.4,0.0896,7,116,123,2011-01-07 18:00:00,spring,clear_or_partly_cloudy,friday,8.200000000000001,11.365,40.0,6.0032,False
157,2011-01-07,1,0,1,19,0,5,1,1,0.16,0.197,0.55,0.0896,3,92,95,2011-01-07 19:00:00,spring,clear_or_partly_cloudy,friday,6.5600000000000005,9.85,55.00000000000001,6.0032,False
158,2011-01-07,1,0,1,20,0,5,1,1,0.18,0.2121,0.47,0.1045,1,50,51,2011-01-07 20:00:00,spring,clear_or_partly_cloudy,friday,7.38,10.605,47.0,7.0015,False
159,2011-01-07,1,0,1,21,0,5,1,1,0.18,0.197,0.47,0.1343,0,39,39,2011-01-07 21:00:00,spring,clear_or_partly_cloudy,friday,7.38,9.85,47.0,8.9981,False
160,2011-01-07,1,0,1,22,0,5,1,2,0.18,0.197,0.43,0.1642,2,34,36,2011-01-07 22:00:00,spring,mist_or_cloudy,friday,7.38,9.85,43.0,11.0014,False
161,2011-01-07,1,0,1,23,0,5,1,2,0.18,0.197,0.51,0.1642,1,14,15,2011-01-07 23:00:00,spring,mist_or_cloudy,friday,7.38,9.85,51.0,11.0014,False
162,2011-01-08,1,0,1,0,0,6,0,2,0.18,0.197,0.51,0.1642,1,24,25,2011-01-08 00:00:00,spring,mist_or_cloudy,saturday,7.38,9.85,51.0,11.0014,False
163,2011-01-08,1,0,1,1,0,6,0,2,0.18,0.2121,0.55,0.0896,1,15,16,2011-01-08 01:00:00,spring,mist_or_cloudy,saturday,7.38,10.605,55.00000000000001,6.0032,False
164,2011-01-08,1,0,1,2,0,6,0,2,0.18,0.2424,0.55,0.0,3,13,16,2011-01-08 02:00:00,spring,mist_or_cloudy,saturday,7.38,12.120000000000001,55.00000000000001,0.0,False
165,2011-01-08,1,0,1,3,0,6,0,3,0.18,0.197,0.55,0.1642,0,7,7,2011-01-08 03:00:00,spring,light_rain_or_snow,saturday,7.38,9.85,55.00000000000001,11.0014,False
166,2011-01-08,1,0,1,4,0,6,0,3,0.18,0.197,0.55,0.1642,0,1,1,2011-01-08 04:00:00,spring,light_rain_or_snow,saturday,7.38,9.85,55.00000000000001,11.0014,False
167,2011-01-08,1,0,1,5,0,6,0,2,0.16,0.1667,0.74,0.1642,0,5,5,2011-01-08 05:00:00,spring,mist_or_cloudy,saturday,6.5600000000000005,8.334999999999999,74.0,11.0014,False
168,2011-01-08,1,0,1,6,0,6,0,2,0.16,0.1667,0.74,0.1642,0,2,2,2011-01-08 06:00:00,spring,mist_or_cloudy,saturday,6.5600000000000005,8.334999999999999,74.0,11.0014,False
169,2011-01-08,1,0,1,7,0,6,0,2,0.16,0.1818,0.74,0.1045,1,8,9,2011-01-08 07:00:00,spring,mist_or_cloudy,saturday,6.5600000000000005,9.09,74.0,7.0015,False
170,2011-01-08,1,0,1,8,0,6,0,3,0.16,0.1818,0.93,0.1045,0,15,15,2011-01-08 08:00:00,spring,light_rain_or_snow,saturday,6.5600000000000005,9.09,93.0,7.0015,False
171,2011-01-08,1,0,1,9,0,6,0,3,0.16,0.1818,0.93,0.1045,0,20,20,2011-01-08 09:00:00,spring,light_rain_or_snow,saturday,6.5600000000000005,9.09,93.0,7.0015,False
172,2011-01-08,1,0,1,10,0,6,0,2,0.18,0.197,0.8,0.1642,5,56,61,2011-01-08 10:00:00,spring,mist_or_cloudy,saturday,7.38,9.85,80.0,11.0014,False
173,2011-01-08,1,0,1,11,0,6,0,2,0.2,0.1818,0.69,0.3881,2,60,62,2011-01-08 11:00:00,spring,mist_or_cloudy,saturday,8.200000000000001,9.09,69.0,26.0027,False
174,2011-01-08,1,0,1,12,0,6,0,2,0.2,0.1818,0.59,0.3582,8,90,98,2011-01-08 12:00:00,spring,mist_or_cloudy,saturday,8.200000000000001,9.09,59.0,23.9994,False
175,2011-01-08,1,0,1,13,0,6,0,1,0.2,0.1818,0.44,0.3284,7,95,102,2011-01-08 13:00:00,spring,clear_or_partly_cloudy,saturday,8.200000000000001,9.09,44.0,22.0028,False
176,2011-01-08,1,0,1,14,0,6,0,1,0.2,0.1667,0.32,0.4925,12,83,95,2011-01-08 14:00:00,spring,clear_or_partly_cloudy,saturday,8.200000000000001,8.334999999999999,32.0,32.9975,False
177,2011-01-08,1,0,1,15,0,6,0,1,0.2,0.1667,0.32,0.4478,5,69,74,2011-01-08 15:00:00,spring,clear_or_partly_cloudy,saturday,8.200000000000001,8.334999999999999,32.0,30.002599999999997,False
178,2011-01-08,1,0,1,16,0,6,0,1,0.18,0.1364,0.29,0.4478,8,68,76,2011-01-08 16:00:00,spring,clear_or_partly_cloudy,saturday,7.38,6.819999999999999,28.999999999999996,30.002599999999997,False
179,2011-01-08,1,0,1,17,0,6,0,1,0.16,0.1212,0.37,0.5522,5,64,69,2011-01-08 17:00:00,spring,clear_or_partly_cloudy,saturday,6.5600000000000005,6.0600000000000005,37.0,36.9974,False
180,2011-01-08,1,0,1,18,0,6,0,1,0.14,0.1212,0.39,0.2985,3,52,55,2011-01-08 18:00:00,spring,clear_or_partly_cloudy,saturday,5.74,6.0600000000000005,39.0,19.999499999999998,False
181,2011-01-08,1,0,1,19,0,6,0,1,0.14,0.1212,0.36,0.2537,4,26,30,2011-01-08 19:00:00,spring,clear_or_partly_cloudy,saturday,5.74,6.0600000000000005,36.0,16.997899999999998,False
182,2011-01-08,1,0,1,20,0,6,0,1,0.12,0.1212,0.36,0.2537,0,28,28,2011-01-08 20:00:00,spring,clear_or_partly_cloudy,saturday,4.92,6.0600000000000005,36.0,16.997899999999998,False
183,2011-01-08,1,0,1,21,0,6,0,1,0.12,0.1061,0.39,0.3582,2,35,37,2011-01-08 21:00:00,spring,clear_or_partly_cloudy,saturday,4.92,5.305,39.0,23.9994,False
184,2011-01-08,1,0,1,22,0,6,0,1,0.12,0.1061,0.36,0.3881,1,33,34,2011-01-08 22:00:00,spring,clear_or_partly_cloudy,saturday,4.92,5.305,36.0,26.0027,False
185,2011-01-08,1,0,1,23,0,6,0,1,0.1,0.0606,0.39,0.4478,0,22,22,2011-01-08 23:00:00,spring,clear_or_partly_cloudy,saturday,4.1000000000000005,3.0300000000000002,39.0,30.002599999999997,False
186,2011-01-09,1,0,1,0,0,0,0,1,0.1,0.0758,0.42,0.3881,1,24,25,2011-01-09 00:00:00,spring,clear_or_partly_cloudy,sunday,4.1000000000000005,3.7900000000000005,42.0,26.0027,False
187,2011-01-09,1,0,1,1,0,0,0,1,0.1,0.0606,0.42,0.4627,0,12,12,2011-01-09 01:00:00,spring,clear_or_partly_cloudy,sunday,4.1000000000000005,3.0300000000000002,42.0,31.0009,False
188,2011-01-09,1,0,1,2,0,0,0,1,0.1,0.0606,0.46,0.4627,0,11,11,2011-01-09 02:00:00,spring,clear_or_partly_cloudy,sunday,4.1000000000000005,3.0300000000000002,46.0,31.0009,False
189,2011-01-09,1,0,1,3,0,0,0,1,0.1,0.0758,0.46,0.4179,0,4,4,2011-01-09 03:00:00,spring,clear_or_partly_cloudy,sunday,4.1000000000000005,3.7900000000000005,46.0,27.999299999999998,False
190,2011-01-09,1,0,1,4,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011-01-09 04:00:00,spring,clear_or_partly_cloudy,sunday,3.2800000000000002,4.545,53.0,12.998000000000001,False
191,2011-01-09,1,0,1,5,0,0,0,1,0.08,0.0909,0.53,0.194,0,1,1,2011-01-09 05:00:00,spring,clear_or_partly_cloudy,sunday,3.2800000000000002,4.545,53.0,12.998000000000001,False
192,2011-01-09,1,0,1,6,0,0,0,1,0.1,0.0909,0.49,0.2836,0,1,1,2011-01-09 06:00:00,spring,clear_or_partly_cloudy,sunday,4.1000000000000005,4.545,49.0,19.0012,False
193,2011-01-09,1,0,1,7,0,0,0,1,0.08,0.0909,0.53,0.194,1,5,6,2011-01-09 07:00:00,spring,clear_or_partly_cloudy,sunday,3.2800000000000002,4.545,53.0,12.998000000000001,False
194,2011-01-09,1,0,1,8,0,0,0,1,0.1,0.0909,0.49,0.2836,0,10,10,2011-01-09 08:00:00,spring,clear_or_partly_cloudy,sunday,4.1000000000000005,4.545,49.0,19.0012,False
195,2011-01-09,1,0,1,9,0,0,0,1,0.12,0.0758,0.46,0.5224,0,19,19,2011-01-09 09:00:00,spring,clear_or_partly_cloudy,sunday,4.92,3.7900000000000005,46.0,35.0008,False
196,2011-01-09,1,0,1,10,0,0,0,1,0.14,0.1061,0.43,0.3881,0,49,49,2011-01-09 10:00:00,spring,clear_or_partly_cloudy,sunday,5.74,5.305,43.0,26.0027,False
197,2011-01-09,1,0,1,11,0,0,0,1,0.16,0.1212,0.4,0.5224,2,47,49,2011-01-09 11:00:00,spring,clear_or_partly_cloudy,sunday,6.5600000000000005,6.0600000000000005,40.0,35.0008,False
198,2011-01-09,1,0,1,12,0,0,0,1,0.18,0.1364,0.37,0.4478,4,79,83,2011-01-09 12:00:00,spring,clear_or_partly_cloudy,sunday,7.38,6.819999999999999,37.0,30.002599999999997,False
199,2011-01-09,1,0,1,13,0,0,0,1,0.2,0.1667,0.34,0.4478,6,69,75,2011-01-09 13:00:00,spring,clear_or_partly_cloudy,sunday,8.200000000000001,8.334999999999999,34.0,30.002599999999997,False
200,2011-01-09,1,0,1,14,0,0,0,1,0.22,0.1818,0.32,0.4627,8,64,72,2011-01-09 14:00:00,spring,clear_or_partly_cloudy,sunday,9.02,9.09,32.0,31.0009,False
201,2011-01-09,1,0,1,15,0,0,0,1,0.22,0.197,0.35,0.3582,5,77,82,2011-01-09 15:00:00,spring,clear_or_partly_cloudy,sunday,9.02,9.85,35.0,23.9994,False
202,2011-01-09,1,0,1,16,0,0,0,1,0.2,0.1667,0.34,0.4478,13,79,92,2011-01-09 16:00:00,spring,clear_or_partly_cloudy,sunday,8.200000000000001,8.334999999999999,34.0,30.002599999999997,False
203,2011-01-09,1,0,1,17,0,0,0,1,0.18,0.1515,0.37,0.3881,3,59,62,2011-01-09 17:00:00,spring,clear_or_partly_cloudy,sunday,7.38,7.575,37.0,26.0027,False
204,2011-01-09,1,0,1,18,0,0,0,1,0.16,0.1364,0.4,0.3284,4,44,48,2011-01-09 18:00:00,spring,clear_or_partly_cloudy,sunday,6.5600000000000005,6.819999999999999,40.0,22.0028,False
205,2011-01-09,1,0,1,19,0,0,0,1,0.16,0.1364,0.43,0.3284,1,40,41,2011-01-09 19:00:00,spring,clear_or_partly_cloudy,sunday,6.5600000000000005,6.819999999999999,43.0,22.0028,False
206,2011-01-09,1,0,1,20,0,0,0,1,0.14,0.1212,0.46,0.2537,0,38,38,2011-01-09 20:00:00,spring,clear_or_partly_cloudy,sunday,5.74,6.0600000000000005,46.0,16.997899999999998,False
207,2011-01-09,1,0,1,21,0,0,0,1,0.14,0.1061,0.46,0.4179,1,19,20,2011-01-09 21:00:00,spring,clear_or_partly_cloudy,sunday,5.74,5.305,46.0,27.999299999999998,False
208,2011-01-09,1,0,1,22,0,0,0,1,0.14,0.1212,0.46,0.2985,5,10,15,2011-01-09 22:00:00,spring,clear_or_partly_cloudy,sunday,5.74,6.0600000000000005,46.0,19.999499999999998,False
209,2011-01-09,1,0,1,23,0,0,0,1,0.12,0.1364,0.5,0.194,0,6,6,2011-01-09 23:00:00,spring,clear_or_partly_cloudy,sunday,4.92,6.819999999999999,50.0,12.998000000000001,False
210,2011-01-10,1,0,1,0,0,1,1,1,0.12,0.1212,0.5,0.2836,2,3,5,2011-01-10 00:00:00,spring,clear_or_partly_cloudy,monday,4.92,6.0600000000000005,50.0,19.0012,False
211,2011-01-10,1,0,1,1,0,1,1,1,0.12,0.1212,0.5,0.2836,1,0,1,2011-01-10 01:00:00,spring,clear_or_partly_cloudy,monday,4.92,6.0600000000000005,50.0,19.0012,False
212,2011-01-10,1,0,1,2,0,1,1,1,0.12,0.1212,0.5,0.2239,0,3,3,2011-01-10 02:00:00,spring,clear_or_partly_cloudy,monday,4.92,6.0600000000000005,50.0,15.001299999999999,False
213,2011-01-10,1,0,1,3,0,1,1,1,0.12,0.1212,0.5,0.2239,0,1,1,2011-01-10 03:00:00,spring,clear_or_partly_cloudy,monday,4.92,6.0600000000000005,50.0,15.001299999999999,False
214,2011-01-10,1,0,1,4,0,1,1,1,0.1,0.1212,0.54,0.1343,1,2,3,2011-01-10 04:00:00,spring,clear_or_partly_cloudy,monday,4.1000000000000005,6.0600000000000005,54.0,8.9981,False
215,2011-01-10,1,0,1,5,0,1,1,1,0.1,0.1061,0.54,0.2537,0,3,3,2011-01-10 05:00:00,spring,clear_or_partly_cloudy,monday,4.1000000000000005,5.305,54.0,16.997899999999998,False
216,2011-01-10,1,0,1,6,0,1,1,1,0.12,0.1212,0.5,0.2836,0,31,31,2011-01-10 06:00:00,spring,clear_or_partly_cloudy,monday,4.92,6.0600000000000005,50.0,19.0012,False
217,2011-01-10,1,0,1,7,0,1,1,1,0.12,0.1212,0.5,0.2239,2,75,77,2011-01-10 07:00:00,spring,clear_or_partly_cloudy,monday,4.92,6.0600000000000005,50.0,15.001299999999999,False
218,2011-01-10,1,0,1,8,0,1,1,2,0.12,0.1212,0.5,0.2836,4,184,188,2011-01-10 08:00:00,spring,mist_or_cloudy,monday,4.92,6.0600000000000005,50.0,19.0012,False
219,2011-01-10,1,0,1,9,0,1,1,2,0.14,0.1212,0.5,0.2537,2,92,94,2011-01-10 09:00:00,spring,mist_or_cloudy,monday,5.74,6.0600000000000005,50.0,16.997899999999998,False
220,2011-01-10,1,0,1,10,0,1,1,2,0.14,0.1212,0.5,0.2985,0,31,31,2011-01-10 10:00:00,spring,mist_or_cloudy,monday,5.74,6.0600000000000005,50.0,19.999499999999998,False
221,2011-01-10,1,0,1,11,0,1,1,2,0.16,0.1364,0.47,0.2836,2,28,30,2011-01-10 11:00:00,spring,mist_or_cloudy,monday,6.5600000000000005,6.819999999999999,47.0,19.0012,False
222,2011-01-10,1,0,1,12,0,1,1,2,0.2,0.1818,0.4,0.2836,5,47,52,2011-01-10 12:00:00,spring,mist_or_cloudy,monday,8.200000000000001,9.09,40.0,19.0012,False
223,2011-01-10,1,0,1,13,0,1,1,2,0.2,0.1818,0.4,0.2836,4,50,54,2011-01-10 13:00:00,spring,mist_or_cloudy,monday,8.200000000000001,9.09,40.0,19.0012,False
224,2011-01-10,1,0,1,14,0,1,1,2,0.2,0.197,0.4,0.2239,0,47,47,2011-01-10 14:00:00,spring,mist_or_cloudy,monday,8.200000000000001,9.85,40.0,15.001299999999999,False
225,2011-01-10,1,0,1,15,0,1,1,2,0.2,0.197,0.4,0.2239,2,43,45,2011-01-10 15:00:00,spring,mist_or_cloudy,monday,8.200000000000001,9.85,40.0,15.001299999999999,False
226,2011-01-10,1,0,1,16,0,1,1,1,0.2,0.2121,0.4,0.1343,4,70,74,2011-01-10 16:00:00,spring,clear_or_partly_cloudy,monday,8.200000000000001,10.605,40.0,8.9981,False
227,2011-01-10,1,0,1,17,0,1,1,1,0.2,0.2273,0.4,0.1045,4,174,178,2011-01-10 17:00:00,spring,clear_or_partly_cloudy,monday,8.200000000000001,11.365,40.0,7.0015,False
228,2011-01-10,1,0,1,18,0,1,1,1,0.2,0.197,0.4,0.2239,1,154,155,2011-01-10 18:00:00,spring,clear_or_partly_cloudy,monday,8.200000000000001,9.85,40.0,15.001299999999999,False
229,2011-01-10,1,0,1,19,0,1,1,1,0.16,0.1667,0.47,0.1642,3,92,95,2011-01-10 19:00:00,spring,clear_or_partly_cloudy,monday,6.5600000000000005,8.334999999999999,47.0,11.0014,False
230,2011-01-10,1,0,1,20,0,1,1,1,0.16,0.1667,0.5,0.1642,1,73,74,2011-01-10 20:00:00,spring,clear_or_partly_cloudy,monday,6.5600000000000005,8.334999999999999,50.0,11.0014,False
231,2011-01-10,1,0,1,21,0,1,1,1,0.14,0.1364,0.59,0.194,1,37,38,2011-01-10 21:00:00,spring,clear_or_partly_cloudy,monday,5.74,6.819999999999999,59.0,12.998000000000001,False
232,2011-01-10,1,0,1,22,0,1,1,1,0.14,0.1515,0.59,0.1642,2,22,24,2011-01-10 22:00:00,spring,clear_or_partly_cloudy,monday,5.74,7.575,59.0,11.0014,False
233,2011-01-10,1,0,1,23,0,1,1,1,0.14,0.1515,0.59,0.1642,0,18,18,2011-01-10 23:00:00,spring,clear_or_partly_cloudy,monday,5.74,7.575,59.0,11.0014,False
234,2011-01-11,1,0,1,0,0,2,1,1,0.14,0.1667,0.59,0.1045,2,10,12,2011-01-11 00:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,8.334999999999999,59.0,7.0015,False
235,2011-01-11,1,0,1,1,0,2,1,1,0.14,0.1515,0.59,0.1642,0,3,3,2011-01-11 01:00:00,spring,clear_or_partly_cloudy,tuesday,5.74,7.575,59.0,11.0014,False
236,2011-01-11,1,0,1,2,0,2,1,2,0.16,0.1515,0.55,0.194,0,3,3,2011-01-11 02:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,7.575,55.00000000000001,12.998000000000001,False
237,2011-01-11,1,0,1,5,0,2,1,2,0.16,0.1818,0.55,0.1343,0,6,6,2011-01-11 05:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,9.09,55.00000000000001,8.9981,False
238,2011-01-11,1,0,1,6,0,2,1,2,0.16,0.1818,0.55,0.1343,0,27,27,2011-01-11 06:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,9.09,55.00000000000001,8.9981,False
239,2011-01-11,1,0,1,7,0,2,1,2,0.16,0.2273,0.55,0.0,2,97,99,2011-01-11 07:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,11.365,55.00000000000001,0.0,False
240,2011-01-11,1,0,1,8,0,2,1,2,0.18,0.2121,0.51,0.0896,3,214,217,2011-01-11 08:00:00,spring,mist_or_cloudy,tuesday,7.38,10.605,51.0,6.0032,False
241,2011-01-11,1,0,1,9,0,2,1,2,0.18,0.197,0.51,0.1642,3,127,130,2011-01-11 09:00:00,spring,mist_or_cloudy,tuesday,7.38,9.85,51.0,11.0014,False
242,2011-01-11,1,0,1,10,0,2,1,2,0.2,0.2121,0.51,0.1642,3,51,54,2011-01-11 10:00:00,spring,mist_or_cloudy,tuesday,8.200000000000001,10.605,51.0,11.0014,False
243,2011-01-11,1,0,1,11,0,2,1,2,0.2,0.2121,0.47,0.1343,4,31,35,2011-01-11 11:00:00,spring,mist_or_cloudy,tuesday,8.200000000000001,10.605,47.0,8.9981,False
244,2011-01-11,1,0,1,12,0,2,1,2,0.2,0.2273,0.51,0.1045,2,55,57,2011-01-11 12:00:00,spring,mist_or_cloudy,tuesday,8.200000000000001,11.365,51.0,7.0015,False
245,2011-01-11,1,0,1,13,0,2,1,2,0.2,0.2273,0.59,0.0896,6,46,52,2011-01-11 13:00:00,spring,mist_or_cloudy,tuesday,8.200000000000001,11.365,59.0,6.0032,False
246,2011-01-11,1,0,1,14,0,2,1,2,0.2,0.2273,0.59,0.0896,3,60,63,2011-01-11 14:00:00,spring,mist_or_cloudy,tuesday,8.200000000000001,11.365,59.0,6.0032,False
247,2011-01-11,1,0,1,15,0,2,1,2,0.16,0.197,0.8,0.0896,2,45,47,2011-01-11 15:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,9.85,80.0,6.0032,False
248,2011-01-11,1,0,1,16,0,2,1,2,0.16,0.1515,0.86,0.2239,4,72,76,2011-01-11 16:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,7.575,86.0,15.001299999999999,False
249,2011-01-11,1,0,1,17,0,2,1,2,0.16,0.1515,0.86,0.2239,6,130,136,2011-01-11 17:00:00,spring,mist_or_cloudy,tuesday,6.5600000000000005,7.575,86.0,15.001299999999999,False
250,2011-01-11,1,0,1,18,0,2,1,3,0.16,0.1818,0.93,0.1045,1,94,95,2011-01-11 18:00:00,spring,light_rain_or_snow,tuesday,6.5600000000000005,9.09,93.0,7.0015,False
251,2011-01-11,1,0,1,19,0,2,1,3,0.16,0.2273,0.93,0.0,0,51,51,2011-01-11 19:00:00,spring,light_rain_or_snow,tuesday,6.5600000000000005,11.365,93.0,0.0,False
252,2011-01-11,1,0,1,20,0,2,1,3,0.16,0.1515,0.93,0.194,0,32,32,2011-01-11 20:00:00,spring,light_rain_or_snow,tuesday,6.5600000000000005,7.575,93.0,12.998000000000001,False
253,2011-01-11,1,0,1,21,0,2,1,3,0.16,0.197,0.86,0.0896,0,20,20,2011-01-11 21:00:00,spring,light_rain_or_snow,tuesday,6.5600000000000005,9.85,86.0,6.0032,False
254,2011-01-11,1,0,1,22,0,2,1,3,0.16,0.1818,0.93,0.1045,1,28,29,2011-01-11 22:00:00,spring,light_rain_or_snow,tuesday,6.5600000000000005,9.09,93.0,7.0015,False
255,2011-01-11,1,0,1,23,0,2,1,3,0.16,0.197,0.93,0.0896,1,18,19,2011-01-11 23:00:00,spring,light_rain_or_snow,tuesday,6.5600000000000005,9.85,93.0,6.0032,False
256,2011-01-12,1,0,1,0,0,3,1,2,0.16,0.197,0.86,0.0896,0,7,7,2011-01-12 00:00:00,spring,mist_or_cloudy,wednesday,6.5600000000000005,9.85,86.0,6.0032,False
257,2011-01-12,1,0,1,1,0,3,1,2,0.16,0.1818,0.86,0.1045,0,6,6,2011-01-12 01:00:00,spring,mist_or_cloudy,wednesday,6.5600000000000005,9.09,86.0,7.0015,False
258,2011-01-12,1,0,1,2,0,3,1,1,0.14,0.1515,0.86,0.1343,0,1,1,2011-01-12 02:00:00,spring,clear_or_partly_cloudy,wednesday,5.74,7.575,86.0,8.9981,False
259,2011-01-12,1,0,1,5,0,3,1,1,0.14,0.1515,0.86,0.1642,0,5,5,2011-01-12 05:00:00,spring,clear_or_partly_cloudy,wednesday,5.74,7.575,86.0,11.0014,False
260,2011-01-12,1,0,1,6,0,3,1,1,0.12,0.1515,0.93,0.1343,0,16,16,2011-01-12 06:00:00,spring,clear_or_partly_cloudy,wednesday,4.92,7.575,93.0,8.9981,False
261,2011-01-12,1,0,1,7,0,3,1,1,0.14,0.1515,0.69,0.1343,0,54,54,2011-01-12 07:00:00,spring,clear_or_partly_cloudy,wednesday,5.74,7.575,69.0,8.9981,False
262,2011-01-12,1,0,1,8,0,3,1,1,0.16,0.1667,0.59,0.1642,3,125,128,2011-01-12 08:00:00,spring,clear_or_partly_cloudy,wednesday,6.5600000000000005,8.334999999999999,59.0,11.0014,False
263,2011-01-12,1,0,1,9,0,3,1,1,0.16,0.1364,0.59,0.3284,3,78,81,2011-01-12 09:00:00,spring,clear_or_partly_cloudy,wednesday,6.5600000000000005,6.819999999999999,59.0,22.0028,False
264,2011-01-12,1,0,1,10,0,3,1,1,0.18,0.1818,0.55,0.2239,0,39,39,2011-01-12 10:00:00,spring,clear_or_partly_cloudy,wednesday,7.38,9.09,55.00000000000001,15.001299999999999,False
